Staff_Name,Role,Branch_Name,Cal_Year,Cal_Year_Month,Cal_Month_Name,Orders_Processed,Revenue_Handled,Avg_Revenue_Per_Order,Employment_Status
"Fairuz Ibrahim","ADMIN","Melaka 88 Speedmart",2025,2025-10,"October",7,208.27,29.75,ACTIVE
"Fairuz Ibrahim","ADMIN","Melaka 88 Speedmart",2025,2025-11,"November",8,570.13,71.27,ACTIVE
"Fairuz Ibrahim","ADMIN","Melaka 88 Speedmart",2025,2025-12,"December",17,998.68,58.75,ACTIVE
"Fairuz Ibrahim","ADMIN","Melaka 88 Speedmart",2026,2026-01,"January",9,245.22,27.25,ACTIVE
"Fairuz Ibrahim","ADMIN","Melaka 88 Speedmart",2026,2026-02,"February",15,428.85,28.59,ACTIVE
"Fairuz Ibrahim","ADMIN","Melaka 88 Speedmart",2026,2026-03,"March",6,226.69,37.78,ACTIVE
"Fairuz Ibrahim","ADMIN","Melaka 88 Speedmart",2026,2026-04,"April",5,170.91,34.18,ACTIVE
"Fairuz Ibrahim","ADMIN","Melaka 88 Speedmart",2026,2026-05,"May",15,604.1,40.27,ACTIVE
"Fairuz Ibrahim","ADMIN","Melaka 88 Speedmart",2026,2026-06,"June",9,416.09,46.23,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2021,2021-01,"January",14,495.78,35.41,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2021,2021-02,"February",21,886.14,42.2,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2021,2021-03,"March",7,351.64,50.23,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2021,2021-04,"April",7,292.03,41.72,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2021,2021-05,"May",16,748.83,46.8,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2021,2021-06,"June",16,404.35,25.27,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2021,2021-07,"July",6,99.55,16.59,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2021,2021-08,"August",11,353.77,32.16,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2021,2021-09,"September",10,352.08,35.21,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2021,2021-10,"October",6,119.75,19.96,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2021,2021-11,"November",14,317.56,22.68,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2021,2021-12,"December",13,394.92,30.38,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2022,2022-01,"January",7,298.08,42.58,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2022,2022-02,"February",5,180.23,36.05,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2022,2022-03,"March",8,303.67,37.96,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2022,2022-04,"April",4,82.42,20.61,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2022,2022-05,"May",5,111.91,22.38,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2022,2022-06,"June",8,703.43,87.93,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2022,2022-07,"July",5,125.1,25.02,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2022,2022-08,"August",6,220.19,36.7,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2022,2022-09,"September",11,588.03,53.46,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2022,2022-10,"October",12,540.84,45.07,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2022,2022-11,"November",4,90.16,22.54,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2022,2022-12,"December",10,432.44,43.24,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2023,2023-01,"January",9,397.89,44.21,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2023,2023-02,"February",5,189.66,37.93,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2023,2023-03,"March",5,168.77,33.75,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2023,2023-04,"April",3,74.12,24.71,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2023,2023-05,"May",9,247.53,27.5,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2023,2023-06,"June",12,426.1,35.51,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2023,2023-07,"July",7,329.18,47.03,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2023,2023-08,"August",7,349.32,49.9,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2023,2023-09,"September",3,245.82,81.94,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2023,2023-10,"October",5,337.84,67.57,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2023,2023-11,"November",6,256.01,42.67,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2023,2023-12,"December",15,359.33,23.96,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2024,2024-01,"January",10,403.24,40.32,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2024,2024-02,"February",5,240.97,48.19,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2024,2024-03,"March",8,253.04,31.63,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2024,2024-04,"April",10,842.23,84.22,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2024,2024-05,"May",8,378.23,47.28,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2024,2024-06,"June",8,394.08,49.26,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2024,2024-07,"July",12,263.17,21.93,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2024,2024-08,"August",9,270.7,30.08,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2024,2024-09,"September",6,193.3,32.22,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2024,2024-10,"October",8,308.6,38.58,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2024,2024-11,"November",9,287.49,31.94,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2024,2024-12,"December",14,721.3,51.52,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2025,2025-01,"January",7,222.9,31.84,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2025,2025-02,"February",6,217.99,36.33,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2025,2025-03,"March",5,273.87,54.77,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2025,2025-04,"April",6,242.77,40.46,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2025,2025-05,"May",7,334.13,47.73,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2025,2025-06,"June",14,502.27,35.88,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2025,2025-07,"July",13,550.55,42.35,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2025,2025-08,"August",13,312.68,24.05,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2025,2025-09,"September",6,206.89,34.48,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2025,2025-10,"October",5,132,26.4,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2025,2025-11,"November",16,758.92,47.43,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2025,2025-12,"December",25,739.51,29.58,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2026,2026-01,"January",13,533.41,41.03,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2026,2026-02,"February",13,481.71,37.05,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2026,2026-03,"March",14,1259.28,89.95,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2026,2026-04,"April",11,372.55,33.87,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2026,2026-05,"May",15,725.94,48.4,ACTIVE
"Fairuz Salleh","CASHIER","Klang 88 Speedmart",2026,2026-06,"June",10,336.93,33.69,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2021,2021-03,"March",11,349.47,31.77,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2021,2021-04,"April",8,295.13,36.89,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2021,2021-05,"May",11,515.51,46.86,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2021,2021-06,"June",19,761.13,40.06,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2021,2021-07,"July",11,337.7,30.7,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2021,2021-08,"August",6,164.3,27.38,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2021,2021-09,"September",9,223.52,24.84,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2021,2021-10,"October",6,343.56,57.26,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2021,2021-11,"November",9,218.87,24.32,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2021,2021-12,"December",18,751.28,41.74,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2022,2022-01,"January",12,465.57,38.8,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2022,2022-02,"February",4,152.19,38.05,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2022,2022-03,"March",5,235.1,47.02,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2022,2022-04,"April",10,421.81,42.18,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2022,2022-05,"May",9,402.15,44.68,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2022,2022-06,"June",8,368.41,46.05,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2022,2022-07,"July",8,205.31,25.66,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2022,2022-08,"August",9,225.12,25.01,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2022,2022-09,"September",3,40.57,13.52,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2022,2022-10,"October",8,414.83,51.85,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2022,2022-11,"November",6,659.93,109.99,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2022,2022-12,"December",16,737.85,46.12,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2023,2023-01,"January",8,387.88,48.49,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2023,2023-02,"February",8,406.54,50.82,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2023,2023-03,"March",10,333.89,33.39,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2023,2023-04,"April",9,440.12,48.9,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2023,2023-05,"May",6,119.73,19.96,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2023,2023-06,"June",9,676.26,75.14,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2023,2023-07,"July",3,43.16,14.39,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2023,2023-08,"August",7,430.4,61.49,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2023,2023-09,"September",7,126.22,18.03,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2023,2023-10,"October",8,486.18,60.77,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2023,2023-11,"November",16,641.52,40.1,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2023,2023-12,"December",17,499.85,29.4,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2024,2024-01,"January",7,248.82,35.55,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2024,2024-02,"February",8,146.63,18.33,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2024,2024-03,"March",4,273.13,68.28,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2024,2024-04,"April",8,434.3,54.29,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2024,2024-05,"May",11,313.85,28.53,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2024,2024-06,"June",10,298.49,29.85,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2024,2024-07,"July",5,265.94,53.19,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2024,2024-08,"August",9,264.03,29.34,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2024,2024-09,"September",5,281.35,56.27,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2024,2024-10,"October",7,518.97,74.14,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2024,2024-11,"November",9,229.62,25.51,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2024,2024-12,"December",16,572.34,35.77,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2025,2025-01,"January",5,76.54,15.31,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2025,2025-02,"February",10,578.05,57.81,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2025,2025-03,"March",10,464.95,46.5,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2025,2025-04,"April",11,596.6,54.24,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2025,2025-05,"May",8,270.27,33.78,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2025,2025-06,"June",10,509.91,50.99,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2025,2025-07,"July",11,490.66,44.61,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2025,2025-08,"August",14,775.75,55.41,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2025,2025-09,"September",10,398.99,39.9,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2025,2025-10,"October",12,474.87,39.57,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2025,2025-11,"November",13,473.49,36.42,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2025,2025-12,"December",24,902.98,37.62,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2026,2026-01,"January",18,652.03,36.22,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2026,2026-02,"February",12,648.87,54.07,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2026,2026-03,"March",18,1009.49,56.08,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2026,2026-04,"April",13,447.18,34.4,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2026,2026-05,"May",15,546.08,36.41,ACTIVE
"Fatimah Abdullah","CASHIER","Klang 88 Speedmart",2026,2026-06,"June",24,1000.9,41.7,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2023,2023-01,"January",11,534.46,48.59,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2023,2023-02,"February",5,150.79,30.16,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2023,2023-03,"March",10,418.19,41.82,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2023,2023-04,"April",6,269.49,44.92,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2023,2023-05,"May",12,508.28,42.36,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2023,2023-06,"June",11,413.44,37.59,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2023,2023-07,"July",12,380.31,31.69,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2023,2023-08,"August",6,173.6,28.93,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2023,2023-09,"September",11,750.36,68.21,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2023,2023-10,"October",2,338.08,169.04,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2023,2023-11,"November",8,398.02,49.75,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2023,2023-12,"December",18,710.74,39.49,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2024,2024-01,"January",7,162.55,23.22,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2024,2024-02,"February",4,143.73,35.93,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2024,2024-03,"March",6,228.19,38.03,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2024,2024-04,"April",10,511.3,51.13,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2024,2024-05,"May",5,96.25,19.25,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2024,2024-06,"June",7,134.77,19.25,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2024,2024-07,"July",6,473.67,78.95,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2024,2024-08,"August",5,189.17,37.83,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2024,2024-09,"September",6,176.54,29.42,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2024,2024-10,"October",7,242.9,34.7,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2024,2024-11,"November",6,130.21,21.7,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2024,2024-12,"December",14,857.35,61.24,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2025,2025-01,"January",12,470.43,39.2,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2025,2025-02,"February",5,189.89,37.98,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2025,2025-03,"March",9,461.7,51.3,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2025,2025-04,"April",7,154.12,22.02,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2025,2025-05,"May",8,328.51,41.06,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2025,2025-06,"June",10,828.85,82.89,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2025,2025-07,"July",5,278.89,55.78,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2025,2025-08,"August",9,351.09,39.01,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2025,2025-09,"September",7,501.31,71.62,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2025,2025-10,"October",9,262.26,29.14,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2025,2025-11,"November",18,791.06,43.95,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2025,2025-12,"December",17,851.45,50.09,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2026,2026-01,"January",5,188.39,37.68,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2026,2026-02,"February",15,491.08,32.74,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2026,2026-03,"March",10,588.51,58.85,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2026,2026-04,"April",5,207.45,41.49,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2026,2026-05,"May",8,175.77,21.97,ACTIVE
"Fatimah Ahmad","ADMIN","Kota Kinabalu 88 Speedmart",2026,2026-06,"June",9,262.79,29.2,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2020,2020-12,"December",27,1101.6,40.8,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2021,2021-01,"January",19,512.86,26.99,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2021,2021-02,"February",13,471.79,36.29,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2021,2021-03,"March",15,667.4,44.49,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2021,2021-04,"April",8,246.24,30.78,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2021,2021-05,"May",17,684.59,40.27,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2021,2021-06,"June",16,642.64,40.17,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2021,2021-07,"July",15,531.95,35.46,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2021,2021-08,"August",9,258.74,28.75,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2021,2021-09,"September",6,251.54,41.92,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2021,2021-10,"October",10,381.8,38.18,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2021,2021-11,"November",9,673.75,74.86,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2021,2021-12,"December",18,586.18,32.57,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2022,2022-01,"January",6,151.22,25.2,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2022,2022-02,"February",6,112.06,18.68,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2022,2022-03,"March",5,208.79,41.76,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2022,2022-04,"April",4,115.05,28.76,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2022,2022-05,"May",8,265.94,33.24,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2022,2022-06,"June",12,464.53,38.71,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2022,2022-07,"July",6,388.8,64.8,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2022,2022-08,"August",5,220.26,44.05,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2022,2022-09,"September",4,81.86,20.47,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2022,2022-10,"October",7,496.56,70.94,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2022,2022-11,"November",10,151.79,15.18,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2022,2022-12,"December",24,989.2,41.22,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2023,2023-01,"January",5,91.69,18.34,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2023,2023-02,"February",4,140.32,35.08,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2023,2023-03,"March",7,342.81,48.97,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2023,2023-04,"April",10,531.99,53.2,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2023,2023-05,"May",7,353.28,50.47,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2023,2023-06,"June",7,209.86,29.98,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2023,2023-07,"July",9,321.9,35.77,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2023,2023-08,"August",9,453.69,50.41,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2023,2023-09,"September",2,10.43,5.22,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2023,2023-10,"October",3,89.7,29.9,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2023,2023-11,"November",3,138.12,46.04,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2023,2023-12,"December",11,339.69,30.88,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2024,2024-01,"January",6,154.13,25.69,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2024,2024-02,"February",8,537.02,67.13,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2024,2024-03,"March",9,506.41,56.27,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2024,2024-04,"April",7,349.15,49.88,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2024,2024-05,"May",3,118.1,39.37,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2024,2024-06,"June",9,306.14,34.02,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2024,2024-07,"July",14,456.92,32.64,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2024,2024-08,"August",4,394.07,98.52,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2024,2024-09,"September",3,180.34,60.11,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2024,2024-10,"October",14,1026.21,73.3,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2024,2024-11,"November",8,227.58,28.45,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2024,2024-12,"December",20,794.96,39.75,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2025,2025-01,"January",8,372.06,46.51,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2025,2025-02,"February",4,96.54,24.14,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2025,2025-03,"March",6,260.3,43.38,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2025,2025-04,"April",6,142.04,23.67,ACTIVE
