"CUSTOMER_KEY","CUSTOMER_ID","CUSTOMER_NAME","IS_BENEFICIARY","TIER_NAME","JOIN_DATE","CUSTOMER_TENURE_DAYS","LAST_PURCHASE_DATE","DAYS_SINCE_LAST_PURCHASE","TOTAL_PURCHASES","TOTAL_SALES_AMOUNT","TOTAL_REFUND_AMOUNT","TOTAL_SPENDING","CUSTOMER_LIFETIME_VALUE","AVERAGE_ORDER_VALUE","RECENCY_SCORE","FREQUENCY_SCORE","MONETARY_SCORE","RFM_SEGMENT","CHURN_RISK","PREFERRED_CATEGORY","PREFERRED_BRANCH","PREFERRED_BRANCH_CITY","PREFERRED_BRANCH_STATE"
12348,"C0348","Chan Ching Yee","N","Non-Member",,,"2025-01-01",545,13,389.05,0,389.05,389.05,29.93,1,4,4,"At Risk","Churned","Canned and Packaged Food","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12349,"C0349","Ananya a/p Murugan","N","Non-Member",,,"2026-04-28",63,20,818.58,0,818.58,818.58,40.93,3,5,5,"Loyal Customers","Low Risk","Instant Food","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12350,"C0350","Vikram a/l Vijayan","N","Normal Member","2020-11-05",2063,"2026-04-02",89,12,535.61,0,535.61,535.61,44.63,3,4,4,"Loyal Customers","Low Risk","Cooking Essentials","Seremban 88 Speedmart","Seremban","Negeri Sembilan"
12351,"C0351","Aqilah binti Azman","N","Normal Member","2022-02-22",1589,"2026-06-08",22,41,1183.78,0,1183.78,1183.78,28.87,5,5,5,"Champions","Low Risk","Cooking Essentials","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12352,"C0352","Nasir bin Kamal","N","Normal Member","2020-07-07",2184,"2024-07-05",725,7,225.82,0,225.82,225.82,32.26,1,3,3,"At Risk","Churned","Snacks and Confectionery","Ipoh 88 Speedmart","Ipoh","Perak"
12353,"C0353","Loh Shu Fen","N","Normal Member","2022-04-17",1535,"2025-12-03",209,9,295.95,0,295.95,295.95,32.88,1,3,3,"At Risk","High Risk","Rice and Grains","Ampang 88 Speedmart","Ampang","Selangor"
12354,"C0354","Yeoh Xin Yi","N","Non-Member",,,"2026-01-16",165,22,960.43,0,960.43,960.43,43.66,2,5,5,"At Risk","Medium Risk","Dairy Products","Klang 88 Speedmart","Klang","Selangor"
12355,"C0355","Darren a/l Tharmalingam","N","VIP Member","2021-07-24",1802,"2025-02-21",494,10,369.41,0,369.41,369.41,36.94,1,4,4,"At Risk","Churned","Baby Products","Ampang 88 Speedmart","Ampang","Selangor"
12356,"C0356","Chia Boon Hui","N","Non-Member",,,"2025-12-06",206,14,697.81,0,697.81,697.81,49.84,1,4,5,"At Risk","High Risk","Baby Products","Klang 88 Speedmart","Klang","Selangor"
12357,"C0357","Ho Kar Yee","N","Non-Member",,,"2024-11-10",597,29,761.86,0,761.86,761.86,26.27,1,5,5,"At Risk","Churned","Instant Food","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12358,"C0358","Ho Siew Hong","N","Normal Member","2021-04-17",1900,"2026-01-11",170,16,427.91,0,427.91,427.91,26.74,2,5,4,"At Risk","Medium Risk","Cooking Essentials","Klang 88 Speedmart","Klang","Selangor"
12359,"C0359","Felix Jalong","N","VIP Member","2020-11-13",2055,"2026-02-19",131,15,607.25,0,607.25,607.25,40.48,2,4,5,"At Risk","Medium Risk","Baby Products","Ampang 88 Speedmart","Ampang","Selangor"
12360,"C0360","Hakim bin Jamal","N","Normal Member","2020-12-10",2028,"2024-04-09",812,25,761.78,0,761.78,761.78,30.47,1,5,5,"At Risk","Churned","Rice and Grains","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12361,"C0361","Zara binti Nasir","N","Non-Member",,,"2023-06-06",1120,11,418.29,0,418.29,418.29,38.03,1,4,4,"At Risk","Churned","Frozen Food","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12362,"C0362","Wong Seng Huat","N","Normal Member","2021-02-03",1973,"2026-06-23",7,13,402.12,0,402.12,402.12,30.93,5,4,4,"Champions","Low Risk","Canned and Packaged Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12363,"C0363","Ahmad bin Azman","N","Normal Member","2021-10-09",1725,"2025-08-20",314,12,333.37,0,333.37,333.37,27.78,1,4,3,"At Risk","High Risk","Cooking Essentials","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12364,"C0364","Koh Boon Hui","N","Non-Member",,,"2026-05-09",52,12,497.37,0,497.37,497.37,41.45,4,4,4,"Champions","Low Risk","Dairy Products","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12365,"C0365","Liyana binti Hassan","N","Non-Member",,,"2026-03-23",99,8,537.49,0,537.49,537.49,67.19,2,3,4,"At Risk","Medium Risk","Baby Products","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12366,"C0366","Victor a/l Gopal","N","Normal Member","2020-11-21",2047,"2025-12-11",201,13,413.24,0,413.24,413.24,31.79,1,4,4,"At Risk","High Risk","Rice and Grains","Ipoh 88 Speedmart","Ipoh","Perak"
12367,"C0367","Khalid bin Ishak","N","Normal Member","2022-05-21",1501,"2026-01-05",176,28,1223.89,0,1223.89,1223.89,43.71,2,5,5,"At Risk","Medium Risk","Rice and Grains","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12368,"C0368","Teoh Wan Ting","N","Normal Member","2021-06-03",1853,"2025-12-11",201,13,515.04,0,515.04,515.04,39.62,1,4,4,"At Risk","High Risk","Household Cleaning","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12369,"C0369","Siti binti Zainal","N","Non-Member",,,"2025-05-20",406,11,266.82,0,266.82,266.82,24.26,1,4,3,"At Risk","Churned","Instant Food","Johor Bahru 88 Speedmart","Johor Bahru","Johor"
12370,"C0370","Nurul binti Jamal","N","VIP Member","2021-11-10",1693,"2026-03-09",113,16,332.47,0,332.47,332.47,20.78,2,5,3,"At Risk","Medium Risk","Household Cleaning","Ampang 88 Speedmart","Ampang","Selangor"
12371,"C0371","Naveen a/l Anand","N","Non-Member",,,"2024-11-20",587,15,733.19,0,733.19,733.19,48.88,1,4,5,"At Risk","Churned","Rice and Grains","Ipoh 88 Speedmart","Ipoh","Perak"
12372,"C0372","Chia Wan Ting","N","Normal Member","2021-04-24",1893,"2025-11-15",227,15,624.12,0,624.12,624.12,41.61,1,4,5,"At Risk","High Risk","Frozen Food","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12373,"C0373","Adilah binti Azman","N","VIP Member","2021-08-16",1779,"2025-03-14",473,11,297.42,0,297.42,297.42,27.04,1,4,3,"At Risk","Churned","Frozen Food","George Town 88 Speedmart","George Town","Penang"
12374,"C0374","Wong Chun Wai","N","Normal Member","2021-07-15",1811,"2025-12-19",193,14,464.73,0,464.73,464.73,33.2,1,4,4,"At Risk","High Risk","Canned and Packaged Food","Ampang 88 Speedmart","Ampang","Selangor"
12375,"C0375","Victor a/l Rao","N","Normal Member","2020-08-30",2130,"2025-10-20",253,18,500.25,0,500.25,500.25,27.79,1,5,4,"At Risk","High Risk","Canned and Packaged Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12376,"C0376","Syafiq bin Omar","N","VIP Member","2021-03-26",1922,"2026-05-19",42,16,583.68,0,583.68,583.68,36.48,4,5,5,"Champions","Low Risk","Personal Care","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12377,"C0377","Hakim bin Salleh","N","Non-Member",,,"2025-12-01",211,13,500.43,0,500.43,500.43,38.49,1,4,4,"At Risk","High Risk","Baby Products","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12378,"C0378","Khalid bin Hamid","N","VIP Member","2021-05-02",1885,"2025-11-18",224,26,1019.64,0,1019.64,1019.64,39.22,1,5,5,"At Risk","High Risk","Cooking Essentials","Klang 88 Speedmart","Klang","Selangor"
12379,"C0379","Chong Mei Ling","N","Normal Member","2021-05-15",1872,"2025-06-05",390,12,574.88,0,574.88,574.88,47.91,1,4,5,"At Risk","Churned","Rice and Grains","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12380,"C0380","Alvin Laja","N","VIP Member","2021-04-14",1903,"2024-06-07",753,7,180.29,0,180.29,180.29,25.76,1,3,2,"At Risk","Churned","Frozen Food","Johor Bahru 88 Speedmart","Johor Bahru","Johor"
12381,"C0381","Teoh Chee Keong","N","Normal Member","2022-02-23",1588,"2024-05-17",774,24,896.37,0,896.37,896.37,37.35,1,5,5,"At Risk","Churned","Canned and Packaged Food","Ampang 88 Speedmart","Ampang","Selangor"
12382,"C0382","Grace a/p Chandran","N","Normal Member","2020-09-01",2128,"2025-05-07",419,16,544.79,0,544.79,544.79,34.05,1,5,4,"At Risk","Churned","Canned and Packaged Food","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12383,"C0383","Rafiq bin Daud","N","Normal Member","2021-03-19",1929,"2025-02-24",491,14,451.38,0,451.38,451.38,32.24,1,4,4,"At Risk","Churned","Dairy Products","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12384,"C0384","Nasir bin Kamal","N","Normal Member","2020-11-16",2052,"2026-02-19",131,18,534.28,0,534.28,534.28,29.68,2,5,4,"At Risk","Medium Risk","Cooking Essentials","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12385,"C0385","Fatin binti Fauzi","N","Normal Member","2022-07-07",1454,"2025-06-26",369,17,635.54,0,635.54,635.54,37.38,1,5,5,"At Risk","Churned","Beverages","Kota Kinabalu 88 Speedmart","Kota Kinabalu","Sabah"
12386,"C0386","Chia Yi Chen","N","VIP Member","2020-12-18",2020,"2025-08-02",332,12,599.42,0,599.42,599.42,49.95,1,4,5,"At Risk","High Risk","Cooking Essentials","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12387,"C0387","Raymond a/l Rajan","N","Normal Member","2021-12-25",1648,"2026-05-22",39,32,1322.79,0,1322.79,1322.79,41.34,4,5,5,"Champions","Low Risk","Beverages","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12388,"C0388","Khadijah binti Ahmad","N","Normal Member","2022-01-12",1630,"2024-11-15",592,12,375.99,0,375.99,375.99,31.33,1,4,4,"At Risk","Churned","Rice and Grains","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12389,"C0389","Luqman bin Abdullah","N","Non-Member",,,"2024-12-21",556,25,1145.35,0,1145.35,1145.35,45.81,1,5,5,"At Risk","Churned","Rice and Grains","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12390,"C0390","Nadia binti Ishak","N","Normal Member","2020-08-20",2140,"2026-02-03",147,9,421.35,0,421.35,421.35,46.82,2,3,4,"At Risk","Medium Risk","Canned and Packaged Food","Melaka 88 Speedmart","Melaka","Melaka"
12391,"C0391","Nurul binti Ibrahim","N","Normal Member","2021-02-02",1974,"2025-02-11",504,16,724.1,0,724.1,724.1,45.26,1,5,5,"At Risk","Churned","Rice and Grains","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12392,"C0392","Akmal bin Zainal","N","VIP Member","2022-01-19",1623,"2025-12-12",200,11,513.34,0,513.34,513.34,46.67,1,4,4,"At Risk","High Risk","Cooking Essentials","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12393,"C0393","Harish a/l Singh","N","Normal Member","2021-10-18",1716,"2026-06-02",28,14,312.39,0,312.39,312.39,22.31,5,4,3,"Loyal Customers","Low Risk","Cooking Essentials","Ampang 88 Speedmart","Ampang","Selangor"
12394,"C0394","Lee Pei Shan","N","VIP Member","2021-12-29",1644,"2026-02-08",142,8,462.74,0,462.74,462.74,57.84,2,3,4,"At Risk","Medium Risk","Dairy Products","Seremban 88 Speedmart","Seremban","Negeri Sembilan"
12395,"C0395","Aqilah binti Hassan","N","Non-Member",,,"2024-09-26",642,11,491.06,0,491.06,491.06,44.64,1,4,4,"At Risk","Churned","Canned and Packaged Food","Klang 88 Speedmart","Klang","Selangor"
12396,"C0396","Fatin binti Daud","N","Normal Member","2020-10-28",2071,"2026-02-01",149,10,308.55,0,308.55,308.55,30.86,2,4,3,"At Risk","Medium Risk","Dairy Products","George Town 88 Speedmart","George Town","Penang"
12397,"C0397","Nasir bin Zainal","N","Normal Member","2021-03-25",1923,"2026-04-18",73,37,1378.49,0,1378.49,1378.49,37.26,3,5,5,"Loyal Customers","Low Risk","Dairy Products","Ampang 88 Speedmart","Ampang","Selangor"
12398,"C0398","Joanne a/p Saraswathy","N","VIP Member","2021-01-24",1983,"2025-04-30",426,24,952.63,0,952.63,952.63,39.69,1,5,5,"At Risk","Churned","Instant Food","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12399,"C0399","Amir bin Nasir","N","Non-Member",,,"2025-06-04",391,13,219.96,0,219.96,219.96,16.92,1,4,3,"At Risk","Churned","Beverages","Melaka 88 Speedmart","Melaka","Melaka"
12400,"C0400","Fong Kar Yee","N","VIP Member","2022-05-23",1499,"2023-04-16",1171,19,587.5,0,587.5,587.5,30.92,1,5,5,"At Risk","Churned","Cooking Essentials","Ampang 88 Speedmart","Ampang","Selangor"
12401,"C0401","Ho Yi Chen","N","Normal Member","2022-04-25",1527,"2023-04-11",1176,7,368.14,0,368.14,368.14,52.59,1,3,4,"At Risk","Churned","Rice and Grains","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12402,"C0402","Nurul binti Ishak","N","Non-Member",,,"2026-06-11",19,15,840.94,0,840.94,840.94,56.06,5,4,5,"Champions","Low Risk","Frozen Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12403,"C0403","Chong Mei Qi","N","Normal Member","2020-09-27",2102,"2024-04-07",814,8,398.03,0,398.03,398.03,49.75,1,3,4,"At Risk","Churned","Rice and Grains","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12404,"C0404","Arif bin Yusof","N","Non-Member",,,"2025-09-18",285,14,414.29,0,414.29,414.29,29.59,1,4,4,"At Risk","High Risk","Dairy Products","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12405,"C0405","Natalie Nanta","N","Normal Member","2021-08-03",1792,"2025-11-15",227,15,769.38,0,769.38,769.38,51.29,1,4,5,"At Risk","High Risk","Cooking Essentials","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12406,"C0406","Kevin Kedit","N","Normal Member","2020-12-08",2030,"2025-09-19",284,12,340.31,0,340.31,340.31,28.36,1,4,3,"At Risk","High Risk","Cooking Essentials","Ampang 88 Speedmart","Ampang","Selangor"
12407,"C0407","Ng Ching Yee","N","Normal Member","2022-03-30",1553,"2024-01-14",898,27,760.85,0,760.85,760.85,28.18,1,5,5,"At Risk","Churned","Rice and Grains","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12408,"C0408","Aqilah binti Basri","N","Normal Member","2022-03-23",1560,"2025-12-20",192,7,430.1,0,430.1,430.1,61.44,1,3,4,"At Risk","High Risk","Canned and Packaged Food","Ampang 88 Speedmart","Ampang","Selangor"
12409,"C0409","Fong Seng Huat","N","Non-Member",,,"2026-06-06",24,15,395.56,0,395.56,395.56,26.37,5,4,4,"Champions","Low Risk","Snacks and Confectionery","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12410,"C0410","Liyana binti Daud","N","VIP Member","2021-04-15",1902,"2025-12-17",195,8,175.78,0,175.78,175.78,21.97,1,3,2,"At Risk","High Risk","Frozen Food","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12411,"C0411","Chow Wei Lun","N","Normal Member","2022-05-09",1513,"2026-06-04",26,31,963.63,0,963.63,963.63,31.08,5,5,5,"Champions","Low Risk","Frozen Food","Ampang 88 Speedmart","Ampang","Selangor"
12412,"C0412","Ishaan bin Kamal","N","VIP Member","2020-12-13",2025,"2026-02-04",146,22,700.69,0,700.69,700.69,31.85,2,5,5,"At Risk","Medium Risk","Canned and Packaged Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12413,"C0413","Maisarah binti Basri","N","Non-Member",,,"2026-05-17",44,28,792.86,0,792.86,792.86,28.32,4,5,5,"Champions","Low Risk","Beverages","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12414,"C0414","Hana binti Mahmud","N","Normal Member","2020-10-05",2094,"2025-10-26",247,11,365.92,0,365.92,365.92,33.27,1,4,4,"At Risk","High Risk","Dairy Products","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12415,"C0415","Hana binti Jamal","N","Non-Member",,,"2025-12-22",190,21,576.63,0,576.63,576.63,27.46,1,5,5,"At Risk","High Risk","Frozen Food","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12416,"C0416","Danish bin Kamal","N","Non-Member",,,"2026-02-17",133,33,1711.26,0,1711.26,1711.26,51.86,2,5,5,"At Risk","Medium Risk","Frozen Food","Ampang 88 Speedmart","Ampang","Selangor"
12417,"C0417","Zahir bin Fauzi","N","Non-Member",,,"2026-01-06",175,11,283.31,0,283.31,283.31,25.76,2,4,3,"At Risk","Medium Risk","Instant Food","Johor Bahru 88 Speedmart","Johor Bahru","Johor"
12418,"C0418","Chan Li Xuan","N","Normal Member","2020-10-04",2095,"2025-12-24",188,34,1482.45,0,1482.45,1482.45,43.6,1,5,5,"At Risk","High Risk","Snacks and Confectionery","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12419,"C0419","Jannah binti Yusof","N","VIP Member","2021-10-23",1711,"2025-12-24",188,24,852.07,0,852.07,852.07,35.5,1,5,5,"At Risk","High Risk","Canned and Packaged Food","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12420,"C0420","Farah binti Fauzi","N","Non-Member",,,"2026-02-14",136,30,970.88,0,970.88,970.88,32.36,2,5,5,"At Risk","Medium Risk","Personal Care","Ampang 88 Speedmart","Ampang","Selangor"
12421,"C0421","Akmal bin Salleh","N","Normal Member","2022-04-28",1524,"2026-05-01",60,21,1044.7,0,1044.7,1044.7,49.75,4,5,5,"Champions","Low Risk","Rice and Grains","Ampang 88 Speedmart","Ampang","Selangor"
12422,"C0422","Maisarah binti Hamid","N","Non-Member",,,"2024-02-09",872,10,703.5,0,703.5,703.5,70.35,1,4,5,"At Risk","Churned","Premium Items","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12423,"C0423","Arif bin Hamid","N","Normal Member","2021-11-25",1678,"2026-03-31",91,13,554,0,554,554,42.62,2,4,4,"At Risk","Medium Risk","Rice and Grains","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12424,"C0424","Lim Shi Hao","N","Normal Member","2022-02-08",1603,"2025-03-28",459,19,702.48,0,702.48,702.48,36.97,1,5,5,"At Risk","Churned","Rice and Grains","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12425,"C0425","Danish bin Ismail","N","Normal Member","2022-08-24",1406,"2025-09-19",284,36,1157.67,0,1157.67,1157.67,32.16,1,5,5,"At Risk","High Risk","Cooking Essentials","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12426,"C0426","Sabrina binti Ibrahim","N","Normal Member","2022-04-28",1524,"2025-10-27",246,23,484.38,0,484.38,484.38,21.06,1,5,4,"At Risk","High Risk","Dairy Products","Ampang 88 Speedmart","Ampang","Selangor"
12427,"C0427","Aiman bin Salleh","N","Non-Member",,,"2025-09-08",295,10,369.35,0,369.35,369.35,36.94,1,4,4,"At Risk","High Risk","Frozen Food","Ampang 88 Speedmart","Ampang","Selangor"
12428,"C0428","Naveen a/l Subramaniam","N","Normal Member","2022-04-28",1524,"2025-09-13",290,11,467.09,0,467.09,467.09,42.46,1,4,4,"At Risk","High Risk","Canned and Packaged Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12429,"C0429","Felix a/l Balakrishnan","N","Normal Member","2022-06-29",1462,"2025-08-01",333,13,276.31,0,276.31,276.31,21.25,1,4,3,"At Risk","High Risk","Dairy Products","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12430,"C0430","Chia Jun Hao","N","Non-Member",,,"2024-07-25",705,13,583.86,0,583.86,583.86,44.91,1,4,5,"At Risk","Churned","Canned and Packaged Food","Ampang 88 Speedmart","Ampang","Selangor"
12431,"C0431","Faris bin Mahmud","N","VIP Member","2020-11-18",2050,"2025-12-10",202,29,1360.72,0,1360.72,1360.72,46.92,1,5,5,"At Risk","High Risk","Stationery and Daily Needs","Ampang 88 Speedmart","Ampang","Selangor"
12432,"C0432","Danish bin Yusof","N","Normal Member","2022-05-29",1493,"2025-10-09",264,15,623.19,0,623.19,623.19,41.55,1,5,5,"At Risk","High Risk","Personal Care","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12433,"C0433","Deepa a/p Suresh","N","Normal Member","2020-09-22",2107,"2026-02-04",146,18,634.73,0,634.73,634.73,35.26,2,5,5,"At Risk","Medium Risk","Canned and Packaged Food","Seremban 88 Speedmart","Seremban","Negeri Sembilan"
12434,"C0434","Muthu a/p Rajan","N","Non-Member",,,"2024-12-05",572,29,915.54,0,915.54,915.54,31.57,1,5,5,"At Risk","Churned","Cooking Essentials","Ampang 88 Speedmart","Ampang","Selangor"
12435,"C0435","Teoh Jia En","N","Normal Member","2021-08-22",1773,"2025-12-22",190,27,686,0,686,686,25.41,1,5,5,"At Risk","High Risk","Cooking Essentials","Ampang 88 Speedmart","Ampang","Selangor"
12436,"C0436","Nadia binti Ismail","N","Non-Member",,,"2025-08-11",323,9,300.33,0,300.33,300.33,33.37,1,3,3,"At Risk","High Risk","Frozen Food","Ipoh 88 Speedmart","Ipoh","Perak"
12437,"C0437","Ishaan bin Ishak","N","VIP Member","2020-11-20",2048,"2026-05-17",44,18,504.9,0,504.9,504.9,28.05,4,5,4,"Champions","Low Risk","Cooking Essentials","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12438,"C0438","Nabil bin Omar","N","Non-Member",,,"2025-12-05",207,11,441.03,0,441.03,441.03,40.09,1,4,4,"At Risk","High Risk","Cooking Essentials","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12439,"C0439","Adrian a/l Raman","N","VIP Member","2020-11-15",2053,"2025-12-11",201,17,548.57,0,548.57,548.57,32.27,1,5,4,"At Risk","High Risk","Snacks and Confectionery","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12440,"C0440","Nasir bin Zainal","N","VIP Member","2022-04-25",1527,"2024-11-30",577,30,881.22,0,881.22,881.22,29.37,1,5,5,"At Risk","Churned","Dairy Products","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12441,"C0441","Imran bin Kamal","N","Normal Member","2021-08-18",1777,"2025-10-03",270,10,328.77,0,328.77,328.77,32.88,1,4,3,"At Risk","High Risk","Stationery and Daily Needs","Johor Bahru 88 Speedmart","Johor Bahru","Johor"
12442,"C0442","Arif bin Hassan","N","Normal Member","2021-05-04",1883,"2026-02-22",128,19,983.4,0,983.4,983.4,51.76,2,5,5,"At Risk","Medium Risk","Dairy Products","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12443,"C0443","Ivan a/l Maniam","N","Non-Member",,,"2025-12-11",201,10,355.19,0,355.19,355.19,35.52,1,4,4,"At Risk","High Risk","Snacks and Confectionery","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12444,"C0444","Maisarah binti Nasir","N","Normal Member","2022-06-27",1464,"2025-06-09",386,31,907.12,0,907.12,907.12,29.26,1,5,5,"At Risk","Churned","Beverages","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12445,"C0445","Deepa a/p Krishnan","N","Normal Member","2021-09-13",1751,"2026-03-14",108,11,423.95,0,423.95,423.95,38.54,2,4,4,"At Risk","Medium Risk","Dairy Products","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12446,"C0446","Tan Siew Chin","N","Normal Member","2020-11-22",2046,"2026-05-08",53,12,637.08,0,637.08,637.08,53.09,4,4,5,"Champions","Low Risk","Rice and Grains","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12447,"C0447","Kevin a/l Raman","N","Non-Member",,,"2025-04-03",453,32,1309.22,0,1309.22,1309.22,40.91,1,5,5,"At Risk","Churned","Dairy Products","Ampang 88 Speedmart","Ampang","Selangor"
12448,"C0448","Hakim bin Ahmad","N","Normal Member","2021-04-17",1900,"2025-11-13",229,23,944.31,0,944.31,944.31,41.06,1,5,5,"At Risk","High Risk","Rice and Grains","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12449,"C0449","Rafiq bin Nasir","N","Normal Member","2022-08-29",1401,"2025-10-24",249,28,1053.05,0,1053.05,1053.05,37.61,1,5,5,"At Risk","High Risk","Household Cleaning","Ampang 88 Speedmart","Ampang","Selangor"
12450,"C0450","Alvin Laja","N","VIP Member","2021-10-15",1719,"2024-06-11",749,7,296.38,0,296.38,296.38,42.34,1,3,3,"At Risk","Churned","Frozen Food","Ampang 88 Speedmart","Ampang","Selangor"
12451,"C0451","Chan Siew Hong","N","Normal Member","2021-09-23",1741,"2026-03-19",103,9,325.93,0,325.93,325.93,36.21,2,3,3,"At Risk","Medium Risk","Rice and Grains","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12452,"C0452","Fong Ai Ling","N","Normal Member","2021-02-07",1969,"2025-06-05",390,13,587.37,0,587.37,587.37,45.18,1,4,5,"At Risk","Churned","Rice and Grains","Ampang 88 Speedmart","Ampang","Selangor"
12453,"C0453","Low Ching Yee","N","Normal Member","2022-03-14",1569,"2025-09-08",295,14,575.15,0,575.15,575.15,41.08,1,4,5,"At Risk","High Risk","Cooking Essentials","George Town 88 Speedmart","George Town","Penang"
12454,"C0454","Chow Siew Hong","N","Normal Member","2021-08-15",1780,"2025-08-10",324,16,553.5,0,553.5,553.5,34.59,1,5,4,"At Risk","High Risk","Rice and Grains","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12455,"C0455","Raymond a/l Kumar","N","VIP Member","2021-12-27",1646,"2026-02-04",146,39,1353.44,0,1353.44,1353.44,34.7,2,5,5,"At Risk","Medium Risk","Rice and Grains","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12456,"C0456","Teoh Mei Qi","N","Normal Member","2022-08-04",1426,"2025-10-05",268,7,236.35,0,236.35,236.35,33.76,1,3,3,"At Risk","High Risk","Rice and Grains","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12457,"C0457","Khalid bin Basri","N","VIP Member","2022-03-06",1577,"2024-11-21",586,6,190.39,0,190.39,190.39,31.73,1,3,2,"At Risk","Churned","Imported Goods","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12458,"C0458","Alvin Laja","N","VIP Member","2021-02-02",1974,"2024-10-09",629,10,207.02,0,207.02,207.02,20.7,1,4,3,"At Risk","Churned","Personal Care","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12459,"C0459","Chan Chun Wai","N","Normal Member","2022-05-08",1514,"2026-03-02",120,15,539.48,0,539.48,539.48,35.97,2,5,4,"At Risk","Medium Risk","Cooking Essentials","Ampang 88 Speedmart","Ampang","Selangor"
12460,"C0460","Chow Jia En","N","Non-Member",,,"2026-04-24",67,18,476.44,0,476.44,476.44,26.47,3,5,4,"Loyal Customers","Low Risk","Rice and Grains","Ampang 88 Speedmart","Ampang","Selangor"
12461,"C0461","Luqman bin Mahmud","N","Normal Member","2021-02-27",1949,"2026-05-05",56,39,1569.93,0,1569.93,1569.93,40.25,4,5,5,"Champions","Low Risk","Rice and Grains","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12462,"C0462","Amir bin Zainal","N","Non-Member",,,"2024-12-09",568,34,1323.06,0,1323.06,1323.06,38.91,1,5,5,"At Risk","Churned","Rice and Grains","Ampang 88 Speedmart","Ampang","Selangor"
12463,"C0463","Maisarah binti Ishak","N","Normal Member","2020-10-26",2073,"2026-06-02",28,14,437.66,0,437.66,437.66,31.26,5,4,4,"Champions","Low Risk","Rice and Grains","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
