OrderID,ContactName,ContactPhone,ContactEmail,FulfillmentType,OrderDateTime,OrderStatus,SubtotalAmount,VoucherDiscountAmount,MyKasihSubsidyTotal,GrandTotal,PaymentMethod,PaymentStatus,PaymentDateTime,CustomerID,BranchID,VoucherID,StaffID
O00467,,,,WALK_IN,2024-09-06 10:05:02,COMPLETED,74.56,0.0,0.0,74.56,CASH,PAID,2024-09-06 10:06:01,C0002,B002,,S0023
O00462,,,,PICKUP,2024-09-06 11:00:48,COMPLETED,280.66,0.0,0.0,280.66,CARD,PAID,2024-09-06 11:01:15,C0020,B001,,
O00464,,,,WALK_IN,2024-09-07 10:01:08,CANCELLED,90.81,0.0,0.0,90.81,CASH,FAILED,,C0019,B010,,S0108
O00487,,,,PICKUP,2024-09-07 17:37:35,COMPLETED,150.89,0.0,0.0,150.89,CASH,PAID,2024-09-07 17:38:38,C0011,B001,,S0013
O00460,,,,WALK_IN,2024-09-07 19:24:17,COMPLETED,280.94,0.0,0.0,280.94,CARD,PAID,2024-09-07 19:25:06,C0015,B007,,S0079
O00510,,,,WALK_IN,2024-09-08 10:55:49,COMPLETED,145.11,0.0,96.08,49.03,CASH,PAID,2024-09-08 11:00:15,C0023,B010,,S0108
O00513,,,,PICKUP,2024-09-09 09:18:26,COMPLETED,240.83,0.0,0.0,240.83,ONLINE_BANKING,PAID,2024-09-09 09:19:02,C0038,B003,,
O00490,,,,WALK_IN,2024-09-09 10:24:51,COMPLETED,245.41,0.0,0.0,245.41,ONLINE_BANKING,PAID,2024-09-09 10:25:18,,B002,,S0023
O00500,,,,PICKUP,2024-09-09 18:57:17,COMPLETED,175.59,0.0,0.0,175.59,CASH,PAID,2024-09-09 19:00:40,C0005,B002,,
O00492,,,,PICKUP,2024-09-10 09:12:41,COMPLETED,358.62,0.0,100.0,258.62,CASH,PAID,2024-09-10 09:16:04,C0024,B003,,S0045
O00507,,,,WALK_IN,2024-09-11 08:05:59,COMPLETED,199.9,0.0,0.0,199.9,CASH,PAID,2024-09-11 08:08:51,C0026,B008,,S0095
O00461,,,,WALK_IN,2024-09-11 09:18:53,COMPLETED,145.51,0.0,0.0,145.51,E_WALLET,PAID,2024-09-11 09:23:15,,B007,,S0082
O00493,Chong Yi Chen,+601169580602,chong.yi.chen.c0010@example.test,DELIVERY,2024-09-12 09:03:35,COMPLETED,479.84,0.0,94.13,406.71,ONLINE_BANKING,PAID,2024-09-12 09:08:28,C0010,B004,,S0055
O00495,,,,WALK_IN,2024-09-12 14:47:19,COMPLETED,30.28,0.0,0.0,30.28,CARD,PAID,2024-09-12 14:50:23,C0004,B002,,S0023
O00476,,,,WALK_IN,2024-09-12 16:47:22,COMPLETED,170.66,0.0,0.0,170.66,CASH,PAID,2024-09-12 16:50:04,C0021,B001,,S0004
O00505,,,,WALK_IN,2024-09-13 08:26:41,COMPLETED,41.8,0.0,0.0,41.8,E_WALLET,PAID,2024-09-13 08:27:26,,B010,,S0108
O00477,,,,WALK_IN,2024-09-13 11:14:03,COMPLETED,91.36,0.0,91.36,0.0,MYKASIH,PAID,2024-09-13 11:15:36,C0009,B003,,S0039
O00499,,,,WALK_IN,2024-09-13 17:38:37,COMPLETED,65.04,0.0,0.0,65.04,CASH,PAID,2024-09-13 17:41:11,C0015,B001,,S0012
O00469,,,,PICKUP,2024-09-14 11:18:30,COMPLETED,113.41,0.0,0.0,113.41,E_WALLET,PAID,2024-09-14 11:20:39,C0036,B011,,S0111
O00494,,,,WALK_IN,2024-09-15 15:56:05,COMPLETED,195.37,0.0,0.0,195.37,CASH,PAID,2024-09-15 15:56:37,C0015,B008,,S0093
O00506,,,,WALK_IN,2024-09-16 18:05:02,COMPLETED,58.05,0.0,0.0,58.05,E_WALLET,PAID,2024-09-16 18:08:16,C0021,B007,,S0078
O00463,,,,WALK_IN,2024-09-16 19:43:44,COMPLETED,194.54,0.0,0.0,194.54,CARD,PAID,2024-09-16 19:44:12,C0041,B011,,S0111
O00501,Yeoh Li Xuan,+60181590370,yeoh.li.xuan.c0017@example.test,DELIVERY,2024-09-17 11:47:06,COMPLETED,68.3,0.0,0.0,86.54,CARD,PAID,2024-09-17 11:48:57,C0017,B002,,S0029
O00466,,,,WALK_IN,2024-09-17 12:48:43,COMPLETED,251.57,0.0,0.0,251.57,E_WALLET,PAID,2024-09-17 12:52:06,C0028,B003,,S0032
O00468,Guest User,+60123081611,guest468@example.test,PICKUP,2024-09-19 12:31:26,COMPLETED,101.35,0.0,0.0,101.35,E_WALLET,PAID,2024-09-19 12:33:49,,B003,,
O00482,,,,WALK_IN,2024-09-20 09:45:05,COMPLETED,90.78,0.0,0.0,90.78,CASH,PAID,2024-09-20 09:47:30,,B008,,S0093
O00474,,,,WALK_IN,2024-09-20 13:06:17,COMPLETED,201.65,0.0,0.0,201.65,CASH,PAID,2024-09-20 13:08:02,C0008,B008,,S0095
O00473,,,,PICKUP,2024-09-20 17:44:06,COMPLETED,41.46,0.0,41.46,0.0,MYKASIH,PAID,2024-09-20 17:44:54,C0017,B003,,S0045
O00509,,,,WALK_IN,2024-09-20 19:47:10,COMPLETED,222.52,0.0,0.0,222.52,CASH,PAID,2024-09-20 19:49:38,,B003,,S0039
O00472,,,,WALK_IN,2024-09-21 15:48:18,COMPLETED,78.43,0.0,0.0,78.43,CASH,PAID,2024-09-21 15:49:19,C0034,B003,,S0039
O00479,,,,WALK_IN,2024-09-22 18:20:09,COMPLETED,387.86,0.0,8.64,379.22,CASH,PAID,2024-09-22 18:21:01,C0009,B001,,S0004
O00485,,,,WALK_IN,2024-09-23 13:37:56,COMPLETED,117.0,0.0,0.0,117.0,CASH,PAID,2024-09-23 13:41:43,,B002,,S0023
O00465,,,,WALK_IN,2024-09-24 13:17:19,COMPLETED,95.39,0.0,0.0,95.39,CASH,PAID,2024-09-24 13:22:01,C0006,B004,,S0052
O00459,,,,WALK_IN,2024-09-24 16:02:33,COMPLETED,106.09,0.0,0.0,106.09,CASH,PAID,2024-09-24 16:04:58,C0001,B003,,S0032
O00486,,,,WALK_IN,2024-09-24 17:01:03,COMPLETED,114.11,0.0,0.0,114.11,CASH,PAID,2024-09-24 17:04:11,,B004,,S0052
O00478,,,,WALK_IN,2024-09-25 14:36:26,COMPLETED,117.73,0.0,7.12,110.61,CASH,PAID,2024-09-25 14:40:57,C0033,B003,,S0039
O00489,,,,WALK_IN,2024-09-27 08:52:18,COMPLETED,109.29,0.0,34.35,74.94,CASH,PAID,2024-09-27 08:53:02,C0032,B003,,S0039
O00496,Guest User,+60173235944,guest496@example.test,DELIVERY,2024-09-27 09:13:04,CANCELLED,232.53,0.0,0.0,245.41,ONLINE_BANKING,FAILED,,,B002,,
O00498,,,,PICKUP,2024-09-28 12:19:06,COMPLETED,217.75,0.0,0.0,217.75,CARD,PAID,2024-09-28 12:19:47,C0040,B004,,S0052
O00502,,,,PICKUP,2024-09-28 13:48:41,COMPLETED,73.37,0.0,0.0,73.37,CASH,PAID,2024-09-28 13:51:23,C0012,B001,,
O00511,,,,WALK_IN,2024-09-28 18:39:29,COMPLETED,63.33,0.0,0.0,63.33,CASH,PAID,2024-09-28 18:43:53,,B002,,S0023
O00470,,,,WALK_IN,2024-09-29 14:49:46,COMPLETED,108.48,0.0,0.0,108.48,CASH,PAID,2024-09-29 14:51:34,,B002,,S0023
O00488,,,,WALK_IN,2024-09-29 16:26:57,COMPLETED,122.15,0.0,0.0,122.15,CARD,PAID,2024-09-29 16:30:09,C0039,B001,,S0013
O00471,Felix Jalong,+60139689878,felix.jalong.c0022@example.test,DELIVERY,2024-09-29 17:16:30,COMPLETED,76.2,0.0,0.0,81.7,ONLINE_BANKING,PAID,2024-09-29 17:18:19,C0022,B008,,
O00504,Guest User,+60135033493,guest504@example.test,WALK_IN,2024-09-30 09:31:06,COMPLETED,54.26,0.0,0.0,54.26,CASH,PAID,2024-09-30 09:33:58,,B008,,S0095
O00503,,,,WALK_IN,2024-09-30 10:20:05,COMPLETED,10.56,0.0,0.0,10.56,CASH,PAID,2024-09-30 10:22:13,C0013,B002,,S0023
O00481,,,,PICKUP,2024-09-30 19:22:20,COMPLETED,22.34,0.0,0.0,22.34,E_WALLET,PAID,2024-09-30 19:22:35,C0026,B007,,
O00530,,,,WALK_IN,2024-10-01 16:48:29,COMPLETED,85.57,0.0,0.0,85.57,CASH,PAID,2024-10-01 16:49:13,,B003,,S0032
O00561,Luqman bin Fauzi,+60104827352,luqman.bin.fauzi.c0019@example.test,DELIVERY,2024-10-03 15:59:56,COMPLETED,174.66,0.0,0.0,186.16,ONLINE_BANKING,PAID,2024-10-03 16:00:41,C0019,B002,,S0029
O00553,Guest User,+60199305511,guest553@example.test,PICKUP,2024-10-03 20:36:03,COMPLETED,222.1,0.0,0.0,222.1,CASH,PAID,2024-10-03 20:39:33,,B004,,S0052
O00531,,,,WALK_IN,2024-10-04 13:00:26,COMPLETED,315.01,0.0,0.0,315.01,CARD,PAID,2024-10-04 13:04:48,,B007,,S0082
O00571,Guest User,+60118256593,guest571@example.test,PICKUP,2024-10-04 18:19:23,COMPLETED,221.57,0.0,0.0,221.57,CARD,PAID,2024-10-04 18:22:15,,B007,,
O00517,,,,WALK_IN,2024-10-05 14:46:19,COMPLETED,90.45,0.0,0.0,90.45,CASH,PAID,2024-10-05 14:47:07,C0010,B002,,S0023
O00550,Goh Zi Xuan,+60141509829,goh.zi.xuan.c0013@example.test,DELIVERY,2024-10-06 10:22:32,COMPLETED,166.16,0.0,0.0,178.72,CARD,PAID,2024-10-06 10:27:00,C0013,B002,,
O00551,,,,WALK_IN,2024-10-06 15:36:44,COMPLETED,289.8,0.0,0.0,289.8,CASH,PAID,2024-10-06 15:37:20,,B002,,S0023
O00549,,,,WALK_IN,2024-10-06 19:03:11,COMPLETED,207.94,0.0,0.0,207.94,CASH,PAID,2024-10-06 19:07:38,C0044,B007,,S0079
O00572,,,,WALK_IN,2024-10-07 09:27:11,COMPLETED,144.57,0.0,0.0,144.57,CASH,PAID,2024-10-07 09:29:40,,B002,,S0023
O00570,,,,WALK_IN,2024-10-07 10:10:34,COMPLETED,166.85,0.0,77.74,89.11,CASH,PAID,2024-10-07 10:11:49,C0033,B003,,S0032
O00537,,,,WALK_IN,2024-10-09 13:39:25,COMPLETED,48.86,0.0,0.0,48.86,ONLINE_BANKING,PAID,2024-10-09 13:43:55,C0036,B008,,S0093
O00547,Zara binti Ibrahim,+60198860117,zara.binti.ibrahim.c0049@example.test,DELIVERY,2024-10-10 13:20:07,COMPLETED,106.94,0.0,0.0,116.74,CARD,PAID,2024-10-10 13:24:59,C0049,B004,,
O00514,Guest User,+60172632929,guest514@example.test,PICKUP,2024-10-11 16:00:37,COMPLETED,107.99,0.0,0.0,107.99,CASH,PAID,2024-10-11 16:01:53,,B007,,S0078
O00518,,,,WALK_IN,2024-10-11 16:19:00,COMPLETED,46.62,0.0,0.0,46.62,CASH,PAID,2024-10-11 16:20:11,,B003,,S0039
O00515,,,,WALK_IN,2024-10-11 20:54:37,COMPLETED,65.4,0.0,0.0,65.4,CASH,PAID,2024-10-11 20:59:04,,B001,,S0013
O00562,Lakshmi a/p Pillai,+601160871731,lakshmi.a.p.pillai.c0037@example.test,DELIVERY,2024-10-12 12:06:50,COMPLETED,266.46,0.0,0.0,292.86,ONLINE_BANKING,PAID,2024-10-12 12:10:01,C0037,B001,,
O00535,,,,WALK_IN,2024-10-12 18:11:21,COMPLETED,83.11,0.0,0.0,83.11,CASH,PAID,2024-10-12 18:15:59,C0030,B001,,S0012
O00544,,,,WALK_IN,2024-10-12 19:02:48,COMPLETED,89.02,0.0,0.0,89.02,CARD,PAID,2024-10-12 19:03:30,C0043,B003,,S0032
O00527,,,,PICKUP,2024-10-12 19:26:45,COMPLETED,57.69,0.0,57.69,0.0,MYKASIH,PAID,2024-10-12 19:31:03,C0013,B003,,
O00525,,,,WALK_IN,2024-10-12 20:29:24,COMPLETED,36.02,0.0,0.0,36.02,CASH,PAID,2024-10-12 20:33:43,C0024,B001,,S0004
O00555,,,,WALK_IN,2024-10-13 12:30:44,COMPLETED,317.96,0.0,0.0,317.96,CASH,PAID,2024-10-13 12:31:22,C0027,B008,,S0093
O00540,,,,WALK_IN,2024-10-14 17:18:08,COMPLETED,86.07,0.0,0.0,86.07,CASH,PAID,2024-10-14 17:22:04,C0003,B011,,S0111
O00574,,,,WALK_IN,2024-10-15 13:22:10,COMPLETED,145.03,0.0,0.0,145.03,CASH,PAID,2024-10-15 13:26:17,C0031,B006,,
O00568,,,,WALK_IN,2024-10-16 15:12:49,COMPLETED,172.9,0.0,0.0,172.9,CASH,PAID,2024-10-16 15:15:50,,B004,,S0052
O00516,Arif bin Razak,+60102422227,arif.bin.razak.c0011@example.test,DELIVERY,2024-10-18 13:09:13,COMPLETED,161.14,0.0,0.0,171.09,CARD,PAID,2024-10-18 13:13:47,C0011,B002,,
O00539,Guest User,+60166881966,guest539@example.test,WALK_IN,2024-10-18 19:51:28,COMPLETED,69.87,0.0,0.0,69.87,CASH,PAID,2024-10-18 19:55:07,,B001,,S0012
O00524,,,,PICKUP,2024-10-18 20:51:21,COMPLETED,120.76,0.0,0.0,120.76,CASH,PAID,2024-10-18 20:53:39,C0030,B002,,S0028
O00543,,,,WALK_IN,2024-10-19 17:36:16,COMPLETED,246.78,0.0,100.0,146.78,CARD,PAID,2024-10-19 17:41:04,C0024,B007,,S0082
O00529,,,,WALK_IN,2024-10-19 19:15:38,COMPLETED,249.2,0.0,0.0,249.2,ONLINE_BANKING,PAID,2024-10-19 19:18:31,C0003,B007,,S0082
O00560,,,,WALK_IN,2024-10-21 16:40:37,COMPLETED,50.58,0.0,11.97,38.61,CARD,PAID,2024-10-21 16:45:20,C0032,B003,,S0039
O00559,,,,WALK_IN,2024-10-21 20:44:00,COMPLETED,308.5,0.0,0.0,308.5,CASH,PAID,2024-10-21 20:45:21,,B008,,S0093
O00573,,,,WALK_IN,2024-10-22 12:44:46,COMPLETED,291.52,0.0,0.0,291.52,ONLINE_BANKING,PAID,2024-10-22 12:45:01,C0042,B003,,S0032
O00541,Guest User,+60103898237,guest541@example.test,PICKUP,2024-10-22 17:11:45,COMPLETED,118.99,0.0,0.0,118.99,CASH,PAID,2024-10-22 17:15:52,,B007,,S0082
O00522,Guest User,+60189899972,guest522@example.test,PICKUP,2024-10-23 16:24:00,COMPLETED,127.94,0.0,0.0,127.94,CARD,PAID,2024-10-23 16:24:51,,B011,,S0111
O00532,,,,WALK_IN,2024-10-24 12:18:33,COMPLETED,92.9,0.0,0.0,92.9,CASH,PAID,2024-10-24 12:19:24,C0011,B008,,S0095
O00534,,,,WALK_IN,2024-10-24 14:47:31,COMPLETED,222.19,0.0,0.0,222.19,CARD,PAID,2024-10-24 14:51:05,C0012,B007,,S0079
O00566,Guest User,+60174297686,guest566@example.test,DELIVERY,2024-10-24 18:16:26,CANCELLED,219.45,0.0,0.0,234.39,ONLINE_BANKING,FAILED,,,B007,,S0082
O00520,,,,WALK_IN,2024-10-25 08:21:54,COMPLETED,266.36,0.0,0.0,266.36,CASH,PAID,2024-10-25 08:24:12,C0022,B003,,S0032
O00548,,,,WALK_IN,2024-10-25 08:56:09,COMPLETED,88.2,0.0,0.0,88.2,CARD,PAID,2024-10-25 08:56:29,,B003,,S0039
O00519,,,,WALK_IN,2024-10-25 12:16:11,COMPLETED,231.22,0.0,0.0,231.22,CASH,PAID,2024-10-25 12:19:52,C0037,B008,,S0093
O00546,,,,WALK_IN,2024-10-25 17:59:45,COMPLETED,176.58,0.0,0.0,176.58,CARD,PAID,2024-10-25 18:02:39,C0026,B003,,S0039
O00564,,,,WALK_IN,2024-10-26 12:07:33,COMPLETED,397.03,0.0,0.0,397.03,CASH,PAID,2024-10-26 12:10:12,C0021,B002,,S0023
O00567,Meera a/p Suresh,+60102352781,meera.a.p.suresh.c0004@example.test,DELIVERY,2024-10-26 12:53:55,COMPLETED,72.04,0.0,0.0,83.29,E_WALLET,PAID,2024-10-26 12:55:39,C0004,B002,,S0023
O00545,,,,WALK_IN,2024-10-26 16:36:07,COMPLETED,19.11,0.0,0.0,19.11,E_WALLET,PAID,2024-10-26 16:39:41,C0050,B008,,S0093
O00523,,,,WALK_IN,2024-10-26 17:26:13,COMPLETED,141.43,0.0,0.0,141.43,CASH,PAID,2024-10-26 17:27:11,C0019,B002,,S0023
O00538,,,,PICKUP,2024-10-27 12:36:13,COMPLETED,300.02,0.0,0.0,300.02,CASH,PAID,2024-10-27 12:38:52,C0007,B002,,
O00528,,,,WALK_IN,2024-10-27 16:49:01,COMPLETED,414.86,0.0,0.0,414.86,CARD,PAID,2024-10-27 16:53:26,,B001,,S0013
O00552,Guest User,+60145609892,guest552@example.test,DELIVERY,2024-10-28 08:57:51,COMPLETED,36.05,0.0,0.0,48.85,E_WALLET,PAID,2024-10-28 08:59:18,,B004,,
O00563,Guest User,+60191982230,guest563@example.test,PICKUP,2024-10-28 09:03:22,COMPLETED,107.75,0.0,0.0,107.75,ONLINE_BANKING,PAID,2024-10-28 09:05:38,,B004,,
O00542,Guest User,+60137663299,guest542@example.test,PICKUP,2024-10-28 13:46:10,COMPLETED,51.96,0.0,0.0,51.96,CASH,PAID,2024-10-28 13:49:26,,B001,,S0004
O00556,,,,WALK_IN,2024-10-28 18:28:30,COMPLETED,64.2,0.0,0.0,64.2,E_WALLET,PAID,2024-10-28 18:33:00,,B006,,
O00557,Guest User,+60108577460,guest557@example.test,WALK_IN,2024-10-28 19:35:49,COMPLETED,409.85,0.0,0.0,409.85,CASH,PAID,2024-10-28 19:36:14,,B002,,S0023
O00565,Guest User,+60189098047,guest565@example.test,WALK_IN,2024-10-29 14:41:34,COMPLETED,257.89,0.0,0.0,257.89,CASH,PAID,2024-10-29 14:45:56,,B006,,
O00569,,,,PICKUP,2024-10-30 11:34:46,COMPLETED,14.47,0.0,0.0,14.47,ONLINE_BANKING,PAID,2024-10-30 11:37:29,C0004,B003,,S0045
O00521,,,,PICKUP,2024-10-30 17:28:45,COMPLETED,174.56,0.0,100.0,74.56,CASH,PAID,2024-10-30 17:33:34,C0010,B002,,S0028
O00536,Guest User,+60136117421,guest536@example.test,PICKUP,2024-10-30 20:26:35,COMPLETED,109.47,0.0,0.0,109.47,CASH,PAID,2024-10-30 20:30:33,,B003,,S0034
O00533,Guest User,+60164627206,guest533@example.test,WALK_IN,2024-10-30 20:44:48,COMPLETED,130.18,0.0,0.0,130.18,CASH,PAID,2024-10-30 20:45:11,,B003,,S0039
O00558,,,,WALK_IN,2024-10-31 13:31:54,COMPLETED,163.29,0.0,100.0,63.29,CASH,PAID,2024-10-31 13:34:11,C0042,B008,,S0095
O00526,Guest User,+60167987877,guest526@example.test,PICKUP,2024-10-31 15:51:05,COMPLETED,342.58,0.0,0.0,342.58,CASH,PAID,2024-10-31 15:54:23,,B002,,S0028
O00554,,,,WALK_IN,2024-10-31 18:56:48,COMPLETED,121.7,0.0,77.39,44.31,CARD,PAID,2024-10-31 18:58:10,C0001,B007,,S0078
O00585,,,,WALK_IN,2024-11-01 08:36:09,COMPLETED,86.28,0.0,0.0,86.28,E_WALLET,PAID,2024-11-01 08:36:56,C0027,B001,,S0013
O00600,,,,WALK_IN,2024-11-01 10:13:03,COMPLETED,176.69,0.0,0.0,176.69,ONLINE_BANKING,PAID,2024-11-01 10:13:32,C0050,B003,,S0032
O00602,,,,PICKUP,2024-11-01 10:22:51,COMPLETED,265.45,30.0,0.0,235.45,CARD,PAID,2024-11-01 10:26:33,C0022,B003,V001,
O00636,,,,WALK_IN,2024-11-01 15:19:43,COMPLETED,192.88,0.0,0.0,192.88,CASH,PAID,2024-11-01 15:21:17,,B007,,S0078
O00628,Ananya a/p Chandran,+60126719166,ananya.a.p.chandran.c0039@example.test,DELIVERY,2024-11-02 11:02:10,COMPLETED,42.22,0.0,0.0,68.12,CARD,PAID,2024-11-02 11:04:22,C0039,B006,,
O00634,,,,WALK_IN,2024-11-02 18:14:05,COMPLETED,179.4,0.0,0.0,179.4,CARD,PAID,2024-11-02 18:15:19,C0020,B006,,
O00642,,,,WALK_IN,2024-11-03 13:06:20,COMPLETED,53.96,0.0,0.0,53.96,CASH,PAID,2024-11-03 13:06:36,,B001,,S0013
O00630,Guest User,+60144291244,guest630@example.test,WALK_IN,2024-11-03 15:32:20,COMPLETED,48.1,0.0,0.0,48.1,CASH,PAID,2024-11-03 15:34:30,,B002,,S0023
O00599,Guest User,+60197157851,guest599@example.test,WALK_IN,2024-11-03 20:35:29,COMPLETED,269.6,0.0,0.0,269.6,CASH,PAID,2024-11-03 20:37:18,,B002,,S0023
O00631,Guest User,+60119459729,guest631@example.test,WALK_IN,2024-11-04 18:11:24,COMPLETED,368.54,0.0,0.0,368.54,CASH,PAID,2024-11-04 18:14:24,,B001,,S0004
O00639,,,,WALK_IN,2024-11-06 09:15:09,COMPLETED,389.9,0.0,0.0,389.9,CARD,PAID,2024-11-06 09:17:31,,B010,,S0108
O00591,Guest User,+60106148210,guest591@example.test,PICKUP,2024-11-07 11:42:11,COMPLETED,204.0,0.0,0.0,204.0,CASH,PAID,2024-11-07 11:45:14,,B002,,S0029
O00581,,,,PICKUP,2024-11-07 18:16:15,COMPLETED,100.16,0.0,18.38,81.78,CASH,PAID,2024-11-07 18:16:44,C0014,B010,,
O00614,,,,PICKUP,2024-11-08 19:31:35,COMPLETED,134.03,0.0,0.0,134.03,E_WALLET,PAID,2024-11-08 19:34:40,C0054,B002,,S0029
O00604,,,,WALK_IN,2024-11-09 14:55:52,COMPLETED,264.72,0.0,0.0,264.72,CARD,PAID,2024-11-09 15:00:19,C0016,B008,,S0093
O00627,,,,WALK_IN,2024-11-10 08:40:40,COMPLETED,326.24,0.0,0.0,326.24,CASH,PAID,2024-11-10 08:45:13,C0008,B003,,S0039
O00623,Guest User,+60177530466,guest623@example.test,DELIVERY,2024-11-10 10:48:19,COMPLETED,190.35,0.0,0.0,199.4,CARD,PAID,2024-11-10 10:51:54,,B008,,
O00621,Guest User,+60129627345,guest621@example.test,PICKUP,2024-11-10 11:16:36,COMPLETED,262.02,0.0,0.0,262.02,CASH,PAID,2024-11-10 11:20:25,,B008,,S0095
O00575,,,,WALK_IN,2024-11-10 11:54:31,COMPLETED,179.08,0.0,0.0,179.08,CASH,PAID,2024-11-10 11:55:29,C0043,B003,,S0041
O00603,Guest User,+60144860425,guest603@example.test,PICKUP,2024-11-11 08:36:22,COMPLETED,23.46,0.0,0.0,23.46,CASH,PAID,2024-11-11 08:39:37,,B004,,S0052
O00588,,,,WALK_IN,2024-11-11 10:15:02,COMPLETED,132.65,0.0,37.44,95.21,CASH,PAID,2024-11-11 10:19:26,C0026,B003,,S0039
O00618,Guest User,+60169661291,guest618@example.test,WALK_IN,2024-11-11 16:03:11,COMPLETED,82.58,0.0,0.0,82.58,E_WALLET,PAID,2024-11-11 16:05:46,,B004,,S0052
O00597,Guest User,+60178444275,guest597@example.test,PICKUP,2024-11-11 19:58:08,COMPLETED,194.24,0.0,0.0,194.24,CARD,PAID,2024-11-11 20:01:42,,B002,,
O00584,Guest User,+60189453177,guest584@example.test,PICKUP,2024-11-12 13:50:54,COMPLETED,150.94,0.0,0.0,150.94,CASH,PAID,2024-11-12 13:53:31,,B001,,S0013
O00586,Guest User,+60114143115,guest586@example.test,WALK_IN,2024-11-12 16:29:56,COMPLETED,102.7,0.0,0.0,102.7,CASH,PAID,2024-11-12 16:34:14,,B002,,S0023
O00616,,,,WALK_IN,2024-11-12 17:23:41,COMPLETED,66.12,0.0,24.02,42.1,CARD,PAID,2024-11-12 17:26:48,C0032,B003,,S0041
O00635,Guest User,+60175242129,guest635@example.test,PICKUP,2024-11-12 18:54:58,COMPLETED,141.61,0.0,0.0,141.61,CASH,PAID,2024-11-12 18:57:56,,B003,,
O00615,,,,WALK_IN,2024-11-12 20:37:05,COMPLETED,52.94,0.0,0.0,52.94,CASH,PAID,2024-11-12 20:41:35,C0028,B002,,S0023
O00611,,,,WALK_IN,2024-11-13 08:42:25,COMPLETED,158.8,0.0,0.0,158.8,CASH,PAID,2024-11-13 08:44:16,C0050,B002,,S0023
O00620,,,,WALK_IN,2024-11-14 15:28:40,COMPLETED,221.37,0.0,55.14,166.23,CASH,PAID,2024-11-14 15:31:13,C0046,B004,,S0052
O00601,,,,PICKUP,2024-11-14 16:59:13,COMPLETED,146.07,0.0,0.0,146.07,CASH,PAID,2024-11-14 17:03:58,C0008,B008,,S0088
O00609,,,,WALK_IN,2024-11-14 18:37:08,COMPLETED,14.77,0.0,0.0,14.77,CASH,PAID,2024-11-14 18:38:18,C0009,B002,,S0023
O00578,,,,WALK_IN,2024-11-15 09:34:20,COMPLETED,102.92,0.0,40.5,62.42,ONLINE_BANKING,PAID,2024-11-15 09:39:05,C0031,B002,,S0023
O00637,,,,WALK_IN,2024-11-15 13:18:19,COMPLETED,347.09,0.0,100.0,247.09,CARD,PAID,2024-11-15 13:19:48,C0041,B001,,S0012
O00583,,,,WALK_IN,2024-11-15 14:29:58,COMPLETED,309.65,0.0,0.0,309.65,CARD,PAID,2024-11-15 14:31:18,C0020,B002,,S0023
O00613,Guest User,+60117584213,guest613@example.test,WALK_IN,2024-11-15 14:39:23,CANCELLED,244.72,0.0,0.0,244.72,CARD,FAILED,,,B001,,S0004
O00598,,,,PICKUP,2024-11-16 09:09:16,COMPLETED,196.55,0.0,0.0,196.55,CASH,PAID,2024-11-16 09:13:57,C0021,B003,,S0034
O00632,,,,WALK_IN,2024-11-16 11:56:31,COMPLETED,174.97,0.0,0.0,174.97,CASH,PAID,2024-11-16 11:59:16,,B007,,S0078
O00622,,,,WALK_IN,2024-11-16 17:40:06,COMPLETED,18.45,0.0,18.45,0.0,MYKASIH,PAID,2024-11-16 17:44:17,C0010,B001,,S0004
O00641,Guest User,+60124632714,guest641@example.test,PICKUP,2024-11-16 19:09:48,COMPLETED,223.32,0.0,0.0,223.32,CARD,PAID,2024-11-16 19:10:45,,B001,,S0012
O00593,Hafiz bin Basri,+60106730441,hafiz.bin.basri.c0006@example.test,DELIVERY,2024-11-16 20:41:08,CANCELLED,133.11,0.0,0.0,139.36,E_WALLET,FAILED,,C0006,B003,,
O00605,Guest User,+60186804909,guest605@example.test,WALK_IN,2024-11-17 09:30:30,COMPLETED,262.7,0.0,0.0,262.7,E_WALLET,PAID,2024-11-17 09:34:07,,B002,,S0023
O00576,,,,PICKUP,2024-11-17 16:36:10,COMPLETED,270.56,0.0,0.0,270.56,CARD,PAID,2024-11-17 16:38:58,C0003,B001,,S0013
O00607,,,,WALK_IN,2024-11-20 15:32:47,COMPLETED,307.46,0.0,6.15,301.31,CARD,PAID,2024-11-20 15:35:01,C0046,B002,,S0023
O00606,,,,WALK_IN,2024-11-20 19:13:52,COMPLETED,40.52,0.0,0.0,40.52,ONLINE_BANKING,PAID,2024-11-20 19:16:43,C0028,B003,,S0039
O00596,,,,WALK_IN,2024-11-21 15:18:41,COMPLETED,233.42,0.0,0.0,233.42,CASH,PAID,2024-11-21 15:20:17,,B001,,S0012
O00625,,,,WALK_IN,2024-11-22 10:23:31,COMPLETED,62.02,0.0,0.0,62.02,CASH,PAID,2024-11-22 10:26:23,C0010,B002,,S0023
O00587,,,,PICKUP,2024-11-22 12:32:14,COMPLETED,233.48,0.0,0.0,233.48,CASH,PAID,2024-11-22 12:35:59,C0055,B007,,
O00626,,,,WALK_IN,2024-11-23 09:27:00,COMPLETED,195.55,0.0,100.0,95.55,ONLINE_BANKING,PAID,2024-11-23 09:29:14,C0001,B002,,S0023
O00595,,,,WALK_IN,2024-11-23 13:01:53,COMPLETED,92.81,0.0,0.0,92.81,CASH,PAID,2024-11-23 13:05:30,C0008,B004,,S0052
